Sample	Unassigned_Read_Type	Unassigned_Chimera	Unassigned_Overlapping_Length	Unassigned_Secondary	Unassigned_MappingQuality	Unassigned_FragmentLength	Assigned	percent_assigned	Unassigned_MultiMapping	Unassigned_Singleton	Unassigned_NoFeatures	Unassigned_Duplicate	Unassigned_rRNA	Total	Unassigned_NonSplit	Unassigned_Unmapped	Unassigned_Ambiguity	reads_aligned_percentage	not_aligned_percentage	not_aligned	reads_processed	reads_aligned	per_base_sequence_content	per_sequence_quality_scores	overrepresented_sequences	per_sequence_gc_content	Sequences flagged as poor quality	avg_sequence_length	sequence_length_distribution	sequence_duplication_levels	Total Sequences	basic_statistics	Filename	per_base_sequence_quality	adapter_content	%GC	median_sequence_length	per_tile_sequence_quality	File type	Total Bases	per_base_n_content	total_deduplicated_percentage	Encoding	Sequence length	percent_trimmed	r_written	quality_trimmed	r_processed	cutadapt_version	r_with_adapters	bp_written	bp_processed	se_antisense	failed	pe_antisense	se_sense	pe_sense
SRX10341591	0	0	978135	0	0	0	19207061	76.24039396712436	0	0	2587940	0	1403	25192762	0	2398686	19537	90.48	9.52	1199343.0	12596381.0	11397038.0	fail	pass	warn	warn	0.0	148.82539056257508	warn	fail	12596381.0	pass	SRX10341591_val_1.fq.gz	pass	pass	48.0	150	pass	Conventional base calls	1.8 Gbp	pass	23.78307300042187	Sanger / Illumina 1.9	20-150	0.4136008679693721	12598294	803611	12598294	4.4	4027027	1881928102	1889744100		0.4388	0.5341		0.0271
SRX10341592	0	0	725367	0	0	0	13376484	82.90057732064568	0	0	1347951	0	3276	16135574	0	671520	10976	95.84	4.16	335760.0	8067787.0	7732027.0	fail	pass	warn	warn	0.0	148.6212057903859	warn	fail	8067787.0	pass	SRX10341592_val_1.fq.gz	pass	pass	49.0	150	pass	Conventional base calls	1.2 Gbp	pass	19.12706885717432	Sanger / Illumina 1.9	20-150	0.5489655951940825	8068553	533210	8068553	4.4	2699795	1203638913	1210282950		0.4134	0.5568		0.0297
SRX10341593	0	0	784887	0	0	0	13545049	81.51180042276458	0	0	1501562	0	11580	16617286	0	762490	11718	95.41	4.59	381245.0	8308643.0	7927398.0	fail	pass	warn	warn	0.0	148.5850104523687	warn	fail	8308643.0	pass	SRX10341593_val_1.fq.gz	pass	pass	49.0	150	pass	Conventional base calls	1.2 Gbp	pass	19.461433503834375	Sanger / Illumina 1.9	20-150	0.5720771913914375	8309804	854732	8309804	4.4	2627344	1239339826	1246470600		0.4217	0.5464		0.032
SRX10341594	0	0	941610	0	0	0	15603110	81.23635201941953	0	0	1684747	0	19795	19207054	0	944556	13236	95.08	4.92	472278.0	9603527.0	9131249.0	fail	pass	warn	warn	0.0	148.5533009903549	warn	fail	9603527.0	pass	SRX10341594_val_1.fq.gz	pass	pass	49.0	150	pass	Conventional base calls	1.4 Gbp	pass	18.39488847294489	Sanger / Illumina 1.9	20-150	0.6004960128438591	9604590	1008346	9604590	4.4	3064150	1432037223	1440688500		0.4233	0.5471		0.0296
SRX10341595	0	0	825095	0	0	0	15322693	81.53236995185433	0	0	1618475	0	8567	18793386	0	1005742	12814	94.65	5.35	502871.0	9396693.0	8893822.0	fail	pass	warn	warn	0.0	148.6245799453063	warn	fail	9396693.0	pass	SRX10341595_val_1.fq.gz	pass	pass	49.0	150	pass	Conventional base calls	1.4 Gbp	pass	18.189032518173008	Sanger / Illumina 1.9	20-150	0.5442940144477636	9397579	605489	9397579	4.4	3155833	1401964281	1409636850		0.411	0.5548		0.0342
SRX10341596	0	0	880898	0	0	0	14766885	81.03375556600382	0	0	1684009	0	9834	18223128	0	868836	12666	95.23	4.77	434418.0	9111564.0	8677146.0	fail	pass	warn	warn	0.0	148.66208841862934	warn	fail	9111564.0	pass	SRX10341596_val_1.fq.gz	pass	pass	49.0	150	pass	Conventional base calls	1.3 Gbp	pass	19.268976648254228	Sanger / Illumina 1.9	20-150	0.5208953269318701	9112500	589740	9112500	4.4	3037175	1359755012	1366875000		0.4218	0.5425		0.0357
SRX10341597	0	0	676256	0	0	0	11942093	81.65553775038352	0	0	1242037	0	7116	14624964	0	747112	10350	94.89	5.11	373556.0	7312482.0	6938926.0	fail	pass	warn	warn	0.0	148.57385700231467	warn	fail	7312482.0	pass	SRX10341597_val_1.fq.gz	pass	pass	49.0	150	pass	Conventional base calls	1 Gbp	pass	20.5181622355053	Sanger / Illumina 1.9	20-150	0.5776942628342351	7313129	760724	7313129	4.4	2315418	1090632221	1096969350		0.422	0.5465		0.0316
SRX11348531	0	0	902026	0	0	0	12287495	56.44016669274132	0	0	2083247	0	11242	21770834	0	6476334	10490	70.25	29.75	3238167.0	10885417.0	7647250.0	fail	pass	warn	warn	0.0	148.737141535322	warn	fail	10885417.0	pass	SRX11348531_val_1.fq.gz	pass	pass	48.0	150		Conventional base calls	1.6 Gbp	pass	18.21347273500298	Sanger / Illumina 1.9	20-150	0.498572487689021	10886421	967101	10886421	4.4	3526489	1624821645	1632963150		0.3993	0.5518		0.0489
SRX11348532	0	0	1008037	0	0	0	14620863	57.0559397737128	0	0	2701893	0	11962	25625488	0	7268884	13849	71.63	28.37	3634442.0	12812744.0	9178302.0	fail	pass	warn	warn	0.0	148.5745303269932	warn	fail	12812744.0	pass	SRX11348532_val_1.fq.gz	pass	pass	48.0	150		Conventional base calls	1.9 Gbp	pass	16.977256150299098	Sanger / Illumina 1.9	20-150	0.6027013171635038	12813823	939845	12813823	4.4	4184662	1910489088	1922073450		0.4076	0.545		0.0474
SRX1432806	0	0	207646	0	0	0	4372111	30.058619695376137	0	0	1181287	0	4160211	14545282	0	4620313	3714	68.23	31.77	4620313.0	14545282.0	9924969.0	fail	pass	warn	warn	0.0	49.41932373672783	warn	fail	14545282.0	pass	SRX1432806_trimmed.fq.gz	pass	pass	51.0	50	pass	Conventional base calls	718.8 Mbp	pass	8.403132578082905	Sanger / Illumina 1.9	20-50	1.8522260287415149	14648845	2458886	14648845	4.4	4661150	718875764	732442250	0.2567	0.7103		0.033	
SRX14563846	0	0	1490829	0	0	0	38782569	84.04796606126088	0	0	3188920	0	1070210	46143376	0	1592584	18264	96.55	3.45	796292.0	23071688.0	22275396.0	fail	pass	warn	warn	0.0	146.87425553778294	warn	fail	23071688.0	pass	SRX14563846_val_1.fq.gz	pass	pass	50.0	151		Conventional base calls	3.3 Gbp	pass	6.507817432684136	Sanger / Illumina 1.9	20-151	3.314532554369477	23215484	8452114	23215484	4.4	10682811	3389345883	3505538084		0.4014	0.5839		0.0147
SRX14563847	0	0	1308648	0	0	0	34766426	81.0713137593958	0	0	2933616	0	1679428	42883758	0	2178918	16722	94.92	5.08	1089459.0	21441879.0	20352420.0	fail	pass	warn	warn	0.0	147.27103011820932	warn	fail	21441879.0	pass	SRX14563847_val_1.fq.gz	pass	pass	50.0	151		Conventional base calls	3.1 Gbp	pass	7.002143104388788	Sanger / Illumina 1.9	20-151	8.187950429625042	22717430	99963810	22717430	4.4	10109914	3149458052	3430331930		0.4149	0.5713		0.0138
SRX14563848	0	0	1345292	0	0	0	36224546	75.20395422676017	0	0	3319159	0	2699529	48168406	0	4561456	18424	90.53	9.47	2280728.0	24084203.0	21803475.0	warn	pass	warn	warn	0.0	144.2752598041131	warn	fail	24084203.0	pass	SRX14563848_val_2.fq.gz	pass	pass	49.0	151		Conventional base calls	3.4 Gbp	pass	13.152286544366223	Sanger / Illumina 1.9	20-151	6.181724371499862	24522616	42662546	24522616	4.4	12151737	3474011016	3702915016		0.4335	0.5504		0.0162
SRX14563849	0	0	1508659	0	0	0	39717723	85.08618276274478	0	0	2935070	0	998290	46679404	0	1500530	19132	96.79	3.21	750265.0	23339702.0	22589437.0	warn	pass	warn	pass	0.0	146.52216677830762	warn	fail	23339702.0	pass	SRX14563849_val_2.fq.gz	pass	pass	49.0	151		Conventional base calls	3.4 Gbp	pass	12.474235431290676	Sanger / Illumina 1.9	20-151	5.149196394273377	23937958	31606153	23937958	4.4	11270986	3428507175	3614631658		0.4051	0.582		0.0129
SRX14570260	0	0	634259	0	0	0	19922783	82.18083660450148	0	0	2101549	0	37205	24242614	0	1534364	12454	93.67	6.33	767182.0	12121307.0	11354125.0	fail	pass	warn	warn	0.0	148.5010462980601	warn	fail	12121307.0	pass	SRX14570260_val_1.fq.gz	pass	pass	50.0	150	pass	Conventional base calls	1.8 Gbp	pass	15.514861789179518	Sanger / Illumina 1.9	20-150	0.5878912685224481	12123015	1373999	12123015	4.4	3727443	1807761728	1818452250		0.3828	0.574		0.0432
SRX14570261	0	0	482876	0	0	0	15376800	82.21102798002144	0	0	1608161	0	28785	18704060	0	1197780	9658	93.6	6.4	598890.0	9352030.0	8753140.0	fail	pass	warn	warn	0.0	148.6177511192757	warn	fail	9352030.0	pass	SRX14570261_val_1.fq.gz	pass	pass	50.0	150	pass	Conventional base calls	1.3 Gbp	pass	17.053433856545038	Sanger / Illumina 1.9	20-150	0.5482727906539884	9353209	1155118	9353209	4.4	3112491	1395289185	1402981350		0.3819	0.5746		0.0435
SRX14570262	0	0	583220	0	0	0	17642669	82.46228505442015	0	0	1819001	0	30156	21394834	0	1308904	10884	93.88	6.12	654452.0	10697417.0	10042965.0	fail	pass	warn	warn	0.0	148.63784771594862	warn	fail	10697417.0	pass	SRX14570262_val_1.fq.gz	pass	pass	50.0	150	pass	Conventional base calls	1.5 Gbp	pass	16.093100913827733	Sanger / Illumina 1.9	20-150	0.5342256606957076	10699063	1245293	10699063	4.4	3555463	1596285879	1604859450		0.3844	0.5734		0.0423
SRX14570263	0	0	645105	0	0	0	19308143	80.18228585927673	0	0	2369622	0	46114	24080310	0	1697294	14032	92.95	7.05	848647.0	12040155.0	11191508.0	fail	pass	warn	warn	0.0	148.66044182986016	warn	fail	12040155.0	pass	SRX14570263_val_1.fq.gz	pass	pass	50.0	150	fail	Conventional base calls	1.7 Gbp	pass	15.220486492406533	Sanger / Illumina 1.9	20-150	0.5013445879721667	12041731	1266982	12041731	4.4	3630931	1797204065	1806259650		0.3685	0.5776		0.0539
SRX14570264	0	0	744607	0	0	0	20583527	80.96700282800985	0	0	2411463	0	47461	25422118	0	1620704	14356	93.62	6.38	810352.0	12711059.0	11900707.0	fail	pass	warn	warn	0.0	148.7075740109459	warn	fail	12711059.0	pass	SRX14570264_val_1.fq.gz	pass	pass	50.0	150	fail	Conventional base calls	1.8 Gbp	pass	14.778143996604513	Sanger / Illumina 1.9	20-150	0.4700223434369782	12712607	1292307	12712607	4.4	3841310	1897928236	1906891050		0.3758	0.5744		0.0498
SRX14570265	0	0	1392148	0	0	0	21509315	78.01061660017238	0	0	2994238	0	22656	27572292	0	1637960	15975	94.06	5.94	818980.0	13786146.0	12967166.0	fail	pass	warn	warn	0.0	148.8052185868335	warn	fail	13786146.0	pass	SRX14570265_val_1.fq.gz	pass	pass	49.0	150	fail	Conventional base calls	2 Gbp	pass	15.294514756602869	Sanger / Illumina 1.9	20-150	0.4299747593998044	13787707	1081699	13787707	4.4	4449087	2059263501	2068156050		0.4101	0.548		0.0418
SRX14570266	0	0	1381555	0	0	0	21881553	77.12405291828969	0	0	3307529	0	30263	28371892	0	1754928	16064	93.81	6.19	877464.0	14185946.0	13308482.0	fail	pass	warn	warn	0.0	148.76112787966343	warn	fail	14185946.0	pass	SRX14570266_val_1.fq.gz	pass	pass	48.0	150	fail	Conventional base calls	2.1 Gbp	pass	16.14738117741145	Sanger / Illumina 1.9	20-150	0.457197573490101	14187455	1382326	14187455	4.4	4605407	2118388545	2128118250		0.4147	0.5413		0.044
SRX14570267	0	0	832918	0	0	0	22507496	82.3358743842779	0	0	2354037	0	29727	27336196	0	1596368	15650	94.16	5.84	798184.0	13668098.0	12869914.0	fail	pass	warn	warn	0.0	148.71559642021882	warn	fail	13668098.0	pass	SRX14570267_val_1.fq.gz	pass	pass	50.0	150	fail	Conventional base calls	2 Gbp	pass	13.960174050352968	Sanger / Illumina 1.9	20-150	0.4615967125779923	13669394	1153709	13669394	4.4	4123628	2040944479	2050409100		0.3729	0.5892		0.0379
SRX14570268	0	0	658686	0	0	0	18196313	81.84839702968658	0	0	1928987	0	25585	22231728	0	1409494	12663	93.66	6.34	704747.0	11115864.0	10411117.0	fail	pass	warn	warn	0.0	148.7740590385057	warn	fail	11115864.0	pass	SRX14570268_val_2.fq.gz	pass	pass	49.0	150	pass	Conventional base calls	1.6 Gbp	pass	14.41558827708454	Sanger / Illumina 1.9	20-150	0.4730898318489473	11117167	1271335	11117167	4.4	3371203	1659685922	1667575050		0.3639	0.5939		0.0423
SRX14570269	0	0	488954	0	0	0	13527944	81.04605925085764	0	0	1509106	0	44355	16691674	0	1112394	8921	93.34	6.66	556197.0	8345837.0	7789640.0	fail	pass	pass	warn	0.0	148.6914404151435	warn	fail	8345837.0	pass	SRX14570269_val_2.fq.gz	pass	pass	49.0	150	pass	Conventional base calls	1.2 Gbp	pass	17.506216623204963	Sanger / Illumina 1.9	20-150	0.5684192215157223	8346938	1082420	8346938	4.4	2791489	1244923860	1252040700		0.3938	0.5602		0.046
SRX14570270	0	0	605340	0	0	0	17814246	82.29874299114425	0	0	1824311	0	38912	21645830	0	1351732	11289	93.76	6.24	675866.0	10822915.0	10147049.0	fail	pass	warn	warn	0.0	148.64992139363562	warn	fail	10822915.0	pass	SRX14570270_val_1.fq.gz	pass	pass	49.0	150	pass	Conventional base calls	1.6 Gbp	pass	16.43841440727429	Sanger / Illumina 1.9	20-150	0.4677836308359911	10824161	1219026	10824161	4.4	3295295	1616029102	1623624150		0.3878	0.5686		0.0436
SRX14570271	0	0	573975	0	0	0	15126428	79.99829494112628	0	0	1857815	0	108197	18908438	0	1232046	9977	93.48	6.52	616023.0	9454219.0	8838196.0	fail	pass	warn	warn	0.0	148.61724337039368	warn	fail	9454219.0	pass	SRX14570271_val_1.fq.gz	pass	pass	49.0	150	pass	Conventional base calls	1.4 Gbp	pass	17.355132074389125	Sanger / Illumina 1.9	20-150	0.542946464545086	9455497	1221622	9455497	4.4	3172136	1410623807	1418324550		0.3953	0.5543		0.0505
SRX14570272	0	0	564796	0	0	0	15915282	79.14539210911298	0	0	1960478	0	71019	20108918	0	1586512	10831	92.11	7.89	793256.0	10054459.0	9261203.0	fail	pass	warn	warn	0.0	148.58274900718175	warn	fail	10054459.0	pass	SRX14570272_val_1.fq.gz	pass	pass	50.0	150	pass	Conventional base calls	1.4 Gbp	pass	16.343189301398567	Sanger / Illumina 1.9	20-150	0.5720035572994651	10055568	1245108	10055568	4.4	3341604	1499707469	1508335200		0.3756	0.5719		0.0525
SRX14570273	0	0	568309	0	0	0	15993819	79.25188917850132	0	0	1910829	0	69102	20180994	0	1627320	11615	91.94	8.06	813660.0	10090497.0	9276837.0	fail	pass	warn	warn	0.0	148.68090451838	warn	fail	10090497.0	pass	SRX14570273_val_1.fq.gz	pass	pass	50.0	150	pass	Conventional base calls	1.5 Gbp	pass	16.100823720626426	Sanger / Illumina 1.9	20-150	0.479243520313541	10091692	1149722	10091692	4.4	3050961	1506499233	1513753800		0.3707	0.5784		0.051
SRX14570274	0	0	685647	0	0	0	18091443	79.87190345568315	0	0	2192860	0	82159	22650572	0	1585896	12567	93.0	7.0	792948.0	11325286.0	10532338.0	fail	pass	warn	warn	0.0	148.64966156263074	warn	fail	11325286.0	pass	SRX14570274_val_1.fq.gz	pass	pass	49.0	150	pass	Conventional base calls	1.6 Gbp	pass	15.605695349971471	Sanger / Illumina 1.9	20-150	0.495672234184731	11326591	1162001	11326591	4.4	3467821	1690567235	1698988650		0.3769	0.5739		0.0492
SRX14570275	0	0	670507	0	0	0	18601784	80.61242929646227	0	0	2246101	0	56797	23075578	0	1487746	12643	93.55	6.45	743873.0	11537789.0	10793916.0	fail	pass	warn	warn	0.0	148.59942810533283	warn	fail	11537789.0	pass	SRX14570275_val_1.fq.gz	pass	pass	49.0	150	pass	Conventional base calls	1.7 Gbp	pass	15.789092002720828	Sanger / Illumina 1.9	20-150	0.5583325050061437	11539321	1380221	11539321	4.4	3849544	1721233983	1730898150		0.3785	0.5705		0.051
SRX14570276	0	0	598693	0	0	0	17124942	80.68547597147763	0	0	1941896	0	56726	21224318	0	1490452	11609	92.98	7.02	745226.0	10612159.0	9866933.0	fail	pass	warn	warn	0.0	148.60855006036002	warn	fail	10612159.0	pass	SRX14570276_val_1.fq.gz	pass	pass	49.0	150	pass	Conventional base calls	1.5 Gbp	pass	16.44357309833215	Sanger / Illumina 1.9	20-150	0.5516772705033944	10613454	1640256	10613454	4.4	3528986	1583235298	1592018100		0.3675	0.5853		0.0472
SRX14570277	0	0	826719	0	0	0	22431744	80.22997997375042	0	0	2686800	0	73104	27959304	0	1925648	15289	93.11	6.89	962824.0	13979652.0	13016828.0	fail	pass	warn	fail	0.0	148.57355733890944	warn	fail	13979652.0	pass	SRX14570277_val_1.fq.gz	pass	pass	49.0	150	warn	Conventional base calls	2 Gbp	pass	14.345873002668355	Sanger / Illumina 1.9	20-150	0.5273803154584963	13980920	1999478	13980920	4.4	4280120	2086078107	2097138000		0.3623	0.5871		0.0506
SRX14953908	0	0	1206827	0	0	0	24092674	29.687718143235266	0	0	1964661	0	3238586	81153674	0	50635782	15144	37.61	62.39	25317891.0	40576837.0	15258946.0	fail	pass	warn	warn	0.0	99.0395559910202	warn	fail	40576837.0	pass	SRX14953908_val_1.fq.gz	pass	pass	52.0	100		Conventional base calls	4 Gbp	pass	5.234151456765355	Sanger / Illumina 1.9	20-100	0.727595144412357	40683603	5481706	40683603	4.4	13791589	4038759108	4068360300		0.4566	0.529		0.0144
SRX14953909	0	0	2542948	0	0	0	48851756	74.96728643431848	0	0	4251309	0	1126049	65164098	0	8356810	35226	87.18	12.82	4178405.0	32582049.0	28403644.0	fail	pass	warn	pass	0.0	99.03273633895768	warn	fail	32582049.0	pass	SRX14953909_val_1.fq.gz	pass	pass	49.0	100		Conventional base calls	3.2 Gbp	pass	7.509528561846519	Sanger / Illumina 1.9	20-100	1.1935803013292756	32706613	19259442	32706613	4.4	10006040	3231623331	3270661300		0.3961	0.5857		0.0181
SRX14953910	0	0	1721380	0	0	0	35145872	53.24594175849023	0	0	2655272	0	2706232	66006668	0	23754532	23380	64.01	35.99	11877266.0	33003334.0	21126068.0	fail	pass	warn	warn	0.0	98.92426940866036	warn	fail	33003334.0	pass	SRX14953910_val_2.fq.gz	pass	pass	50.0	100		Conventional base calls	3.2 Gbp	pass	8.66164214154753	Sanger / Illumina 1.9	20-100	0.6727434388311826	33120928	4517910	33120928	4.4	11019475	3289810913	3312092800		0.4238	0.5613		0.0149
SRX14953911	0	0	2136571	0	0	0	44709576	72.62501049750797	0	0	3378149	0	1193918	61562230	0	10112890	31126	83.57	16.43	5056445.0	30781115.0	25724670.0	fail	pass	warn	warn	0.0	99.01200453589809	warn	fail	30781115.0	pass	SRX14953911_val_2.fq.gz	pass	pass	49.0	100		Conventional base calls	3 Gbp	pass	8.854777967517343	Sanger / Illumina 1.9	20-100	0.8905171401206394	30836014	12344238	30836014	4.4	9282583	3056141401	3083601400		0.402	0.5834		0.0146
SRX14953912	0	0	526785	0	0	0	10369224	16.49127248992637	0	0	890850	0	1642401	62877040	0	49440908	6872	21.37	78.63	24720454.0	31438520.0	6718066.0	fail	pass	fail	warn	0.0	99.10481943806516	warn	fail	31438520.0	pass	SRX14953912_val_2.fq.gz	pass	pass	53.0	100		Conventional base calls	3.1 Gbp	pass	6.647246033433948	Sanger / Illumina 1.9	20-100	0.8063678214088725	31484834	12315764	31484834	4.4	8078586	3123095043	3148483400		0.475	0.5083		0.0167
SRX14953913	0	0	2259157	0	0	0	46661107	66.21199761313255	0	0	6050841	0	1538792	70472284	0	13933374	29013	80.23	19.77	6966687.0	35236142.0	28269455.0	fail	pass	warn	pass	0.0	98.92364226480868	warn	fail	35236142.0	pass	SRX14953913_val_2.fq.gz	pass	pass	48.0	100		Conventional base calls	3.4 Gbp	pass	8.794912293194713	Sanger / Illumina 1.9	20-100	0.7827706938178478	35368087	5448690	35368087	4.4	11551743	3509123598	3536808700		0.4767	0.4864		0.0369
SRX14953914	0	0	351489	0	0	0	7488938	13.087599916325347	0	0	1099701	0	1670256	57221630	0	46606744	4502	18.55	81.45	23303372.0	28610815.0	5307443.0	fail	pass	warn	warn	0.0	99.02653265906616	warn	fail	28610815.0	pass	SRX14953914_val_2.fq.gz	pass	pass	53.0	100		Conventional base calls	2.8 Gbp	pass	6.892726428157503	Sanger / Illumina 1.9	20-100	0.6692732744284385	28689523	3536301	28689523	4.4	9732599	2849751169	2868952300		0.5352	0.4289		0.0359
SRX14953915	0	0	408042	0	0	0	8623423	15.036912999778895	0	0	1134521	0	1610161	57348360	0	45566792	5421	20.54	79.46	22783396.0	28674180.0	5890784.0	fail	pass	fail	warn	0.0	99.11707082818062	warn	fail	28674180.0	pass	SRX14953915_val_2.fq.gz	pass	pass	53.0	100		Conventional base calls	2.8 Gbp	pass	6.995019702494116	Sanger / Illumina 1.9	20-100	0.7974440001416586	28716903	11407427	28716903	4.4	7311431	2848790178	2871690300		0.5182	0.4498		0.032
SRX14953916	0	0	1130815	0	0	0	23216920	35.09134148809928	0	0	2918940	0	2910506	66161392	0	35969866	14345	45.63	54.37	17984933.0	33080696.0	15095763.0	fail	pass	warn	fail	0.0	99.00758279088204	warn	fail	33080696.0	pass	SRX14953916_val_2.fq.gz	pass	pass	51.0	100		Conventional base calls	3.2 Gbp	pass	8.821992089789003	Sanger / Illumina 1.9	20-100	0.9824972904360656	33164008	16978493	33164008	4.4	9314065	3283817252	3316400800		0.4985	0.4679		0.0336
SRX14953917	0	0	2423333	0	0	0	46870374	70.37982790580104	0	0	4064335	0	1260656	66596318	0	11946946	30674	82.06	17.94	5973473.0	33298159.0	27324686.0	fail	pass	warn	warn	0.0	98.94641448495696	warn	fail	33298159.0	pass	SRX14953917_val_2.fq.gz	pass	pass	49.0	100		Conventional base calls	3.3 Gbp	pass	8.62689314552389	Sanger / Illumina 1.9	20-100	0.7291723655825035	33390854	5230337	33390854	4.4	10980596	3314737712	3339085400		0.4174	0.5641		0.0184
SRX14953918	0	0	2865279	0	0	0	56638519	79.49977026716748	0	0	4616354	0	144404	71243626	0	6941042	38028	90.26	9.74	3470521.0	35621813.0	32151292.0	fail	pass	warn	warn	0.0	98.96986697448556	warn	fail	35621813.0	pass	SRX14953918_val_1.fq.gz	pass	pass	49.0	100		Conventional base calls	3.5 Gbp	pass	7.187653728114188	Sanger / Illumina 1.9	20-100	3.703361271890909	36900020	33034397	36900020	4.4	13006240	3553347895	3690002000		0.3869	0.597		0.0161
SRX14953919	0	0	948886	0	0	0	18517968	25.434952448451487	0	0	1521822	0	2214898	72805200	0	49588752	12874	31.89	68.11	24794376.0	36402600.0	11608224.0	fail	pass	warn	warn	0.0	99.07182058424398	warn	fail	36402600.0	pass	SRX14953919_val_1.fq.gz	pass	pass	52.0	100		Conventional base calls	3.6 Gbp	pass	5.836279667917716	Sanger / Illumina 1.9	20-100	0.9614355279022108	36487288	19199312	36487288	4.4	9646128	3613648625	3648728800		0.4453	0.5399		0.0149
SRX14953920	0	0	519383	0	0	0	10462688	15.485086157841232	0	0	1193809	0	1784472	67566224	0	53599944	5928	20.67	79.33	26799972.0	33783112.0	6983140.0	fail	pass	warn	warn	0.0	99.04046885911517	warn	fail	33783112.0	pass	SRX14953920_val_1.fq.gz	pass	pass	53.0	100		Conventional base calls	3.3 Gbp	pass	5.134371345767857	Sanger / Illumina 1.9	20-100	0.7283248415663299	33943858	4840853	33943858	4.4	11601746	3369663645	3394385800		0.5153	0.4576		0.0271
SRX14953921	0	0	1224993	0	0	0	25040447	35.56930078679196	0	0	2584147	0	1768833	70399042	0	39766264	14358	43.51	56.49	19883132.0	35199521.0	15316389.0	fail	pass	warn	fail	0.0	99.09125655431504	warn	fail	35199521.0	pass	SRX14953921_val_1.fq.gz	pass	pass	51.0	100		Conventional base calls	3.4 Gbp	pass	6.456835147689044	Sanger / Illumina 1.9	20-100	1.070888321941482	35305646	22000771	35305646	4.4	9706822	3492756196	3530564600		0.4591	0.5152		0.0257
SRX14953922	0	0	449974	0	0	0	9395645	12.568214837806382	0	0	1337798	0	1867285	74757196	0	61700706	5788	17.47	82.53	30850353.0	37378598.0	6528245.0	fail	pass	warn	warn	0.0	99.0167532233285	warn	fail	37378598.0	pass	SRX14953922_val_1.fq.gz	pass	pass	53.0	100		Conventional base calls	3.7 Gbp	pass	4.677670899540924	Sanger / Illumina 1.9	20-100	1.0526263759890355	37478678	21284267	37478678	4.4	9603641	3708416755	3747867800		0.5352	0.4293		0.0356
SRX14953923	0	0	989219	0	0	0	18946908	25.715040248637568	0	0	2656114	0	1832787	73680258	0	49242540	12690	33.17	66.83	24621270.0	36840129.0	12218859.0	fail	pass	warn	fail	0.0	99.06154242836664	warn	fail	36840129.0	pass	SRX14953923_val_1.fq.gz	pass	pass	51.0	100		Conventional base calls	3.6 Gbp	pass	6.653095440386114	Sanger / Illumina 1.9	20-100	0.692598886101308	36930468	6013684	36930468	4.4	12275822	3667468799	3693046800		0.4407	0.5242		0.0351
SRX14953924	0	0	2031909	0	0	0	42116617	76.49904860742566	0	0	4834664	0	507578	55055086	0	5538202	26116	89.94	10.06	2769101.0	27527543.0	24758442.0	fail	pass	warn	warn	0.0	99.07113395481754	warn	fail	27527543.0	pass	SRX14953924_val_1.fq.gz	pass	pass	48.0	100		Conventional base calls	2.7 Gbp	pass	8.839609903498367	Sanger / Illumina 1.9	20-100	0.7301211396265073	27609958	4834760	27609958	4.4	8876127	2740837186	2760995800		0.4012	0.5749		0.0239
SRX14953925	0	0	317680	0	0	0	6074290	9.871539600632891	0	0	783198	0	1066115	61533360	0	53288330	3747	13.4	86.6	26644165.0	30766680.0	4122515.0	fail	pass	fail	warn	0.0	99.02180904797008	warn	fail	30766680.0	pass	SRX14953925_val_1.fq.gz	pass	pass	53.0	100		Conventional base calls	3 Gbp	pass	5.146704255059994	Sanger / Illumina 1.9	20-100	1.3310241260548807	30923166	27388235	30923166	4.4	7888698	3051157120	3092316600		0.4691	0.5012		0.0296
SRX14953926	0	0	1244443	0	0	0	23804789	43.91852951083826	0	0	3465457	0	1273223	54202154	0	24399752	14490	54.98	45.02	12199876.0	27101077.0	14901201.0	fail	pass	warn	fail	0.0	99.01549691180168	warn	fail	27101077.0	pass	SRX14953926_val_1.fq.gz	pass	pass	50.0	100		Conventional base calls	2.6 Gbp	pass	8.821215549291558	Sanger / Illumina 1.9	20-100	1.3026637334197289	27226711	21721595	27226711	4.4	8174986	2687203851	2722671100		0.4212	0.5407		0.0381
SRX14953927	0	0	633757	0	0	0	12534292	18.763312450166257	0	0	1812406	0	2838155	66802128	0	48976484	7034	26.68	73.32	24488242.0	33401064.0	8912822.0	fail	pass	warn	warn	0.0	98.65467022248154	warn	fail	33401064.0	pass	SRX14953927_val_1.fq.gz	pass	pass	52.0	100		Conventional base calls	3.3 Gbp	pass	5.8363899701590025	Sanger / Illumina 1.9	20-100	3.029131824088984	34294248	20725209	34294248	4.4	12900026	3325543002	3429424800		0.4863	0.485		0.0287
SRX14953928	0	0	303934	0	0	0	7163477	9.732939034473045	0	0	1790287	0	2078981	73600348	0	62258212	5457	15.41	84.59	31129106.0	36800174.0	5671068.0	fail	pass	fail	fail	0.0	98.98075840619668	warn	fail	36800174.0	pass	SRX14953928_val_2.fq.gz	pass	pass	53.0	100		Conventional base calls	3.6 Gbp	pass	7.32562310701455	Sanger / Illumina 1.9	20-100	0.7054101618982254	36903184	5427440	36903184	4.4	12495515	3664286519	3690318400		0.5157	0.425		0.0593
